AGE,SEX,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
26-39,male,majority,10-19y,university,upper class,0.626105180216603,1.0,before 2015,0.0,0.0,32765.0,11000.0,sedan,1.0,0,0,0
26-39,male,majority,10-19y,high school,working class,0.514246991009882,1.0,before 2015,1.0,1.0,32765.0,11000.0,sedan,4.0,2,0,1
40-64,male,majority,0-9y,university,upper class,0.464202583108277,1.0,before 2015,1.0,1.0,32765.0,5000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,none,middle class,0.599058712071057,1.0,before 2015,1.0,1.0,21217.0,11000.0,sedan,3.0,0,0,1
16-25,female,majority,0-9y,none,poverty,0.43999638278528,0.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
26-39,male,majority,0-9y,high school,poverty,0.217464766658172,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
65+,male,majority,0-9y,high school,upper class,0.525493572038688,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,middle class,0.323785743222148,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
65+,male,majority,30y+,high school,working class,0.60144356140748,1.0,after 2015,0.0,0.0,32765.0,11000.0,sedan,10.0,0,5,0
65+,female,majority,0-9y,university,upper class,0.621460299450234,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
40-64,female,majority,10-19y,none,upper class,0.616289338575794,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,2,0
26-39,female,majority,0-9y,none,working class,0.516334741803422,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,0.0,0,0,1
65+,male,majority,0-9y,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,32765.0,12000.0,sedan,0.0,0,0,0
65+,male,majority,30y+,high school,upper class,0.728075601817776,1.0,after 2015,1.0,0.0,10238.0,13000.0,sedan,4.0,1,3,0
26-39,male,majority,10-19y,none,poverty,0.25013846210231,0.0,before 2015,0.0,1.0,10238.0,17000.0,sedan,1.0,0,0,1
40-64,male,majority,10-19y,university,upper class,0.718103928405276,1.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,3.0,0,3,0
26-39,female,majority,10-19y,none,working class,0.537834034469321,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,university,middle class,0.58336321623377,1.0,after 2015,0.0,0.0,32765.0,9000.0,sports car,3.0,0,1,0
40-64,male,majority,20-29y,high school,upper class,0.384784947716454,1.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,2.0,0,2,0
16-25,female,majority,0-9y,high school,working class,0.410233963220125,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,none,poverty,0.45306765222067,0.0,before 2015,0.0,0.0,10238.0,15000.0,sports car,0.0,0,0,1
26-39,male,majority,0-9y,university,upper class,0.724467330864514,1.0,before 2015,0.0,0.0,32765.0,13000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,upper class,0.48959374105956,1.0,after 2015,0.0,1.0,10238.0,12000.0,sedan,4.0,0,2,0
16-25,male,majority,0-9y,none,poverty,0.208147226802626,0.0,before 2015,1.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,high school,upper class,0.634296736687498,1.0,before 2015,1.0,1.0,21217.0,12000.0,sedan,1.0,0,2,1
40-64,female,majority,0-9y,university,upper class,0.676698409851796,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,0.0,0,0,1
40-64,male,majority,10-19y,none,poverty,0.375915771983391,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,3.0,1,2,0
40-64,female,majority,20-29y,university,middle class,0.557129236471857,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,3.0,0,0,0
65+,male,majority,20-29y,high school,upper class,0.68976826427064,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,4.0,0,5,0
40-64,male,majority,0-9y,university,upper class,0.604606834973413,1.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,0.0,0,0,1
26-39,female,majority,0-9y,university,upper class,0.666536638701872,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,university,working class,0.282902045547781,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
65+,female,majority,0-9y,university,upper class,0.589319755096652,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,0.0,0,0,0
40-64,male,majority,20-29y,university,upper class,0.555879452379258,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,2.0,0,5,0
26-39,female,majority,10-19y,high school,middle class,0.496789472141033,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,1,2,1
65+,male,minority,30y+,university,upper class,0.550824612405314,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,5.0,3,6,0
40-64,female,majority,10-19y,none,poverty,0.367522598443189,0.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,1.0,0,0,0
40-64,male,majority,10-19y,university,upper class,0.505574472719011,1.0,after 2015,1.0,0.0,32765.0,9000.0,sedan,3.0,0,0,0
65+,female,majority,30y+,high school,upper class,0.624725978956738,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,7.0,1,1,0
65+,female,majority,10-19y,high school,upper class,0.77213039044589,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
26-39,female,majority,0-9y,high school,middle class,0.680030960860413,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
40-64,male,majority,20-29y,high school,upper class,0.519095026782024,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,4.0,1,1,0
26-39,female,majority,10-19y,high school,upper class,0.632767433638527,1.0,after 2015,1.0,0.0,10238.0,8000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,university,working class,0.425598096723073,0.0,before 2015,0.0,1.0,32765.0,8000.0,sedan,3.0,0,0,0
40-64,female,majority,20-29y,high school,middle class,0.659467953546543,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,1,1,0
16-25,female,majority,0-9y,high school,poverty,0.382125057257942,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
65+,male,majority,30y+,high school,middle class,0.707410723375504,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,3.0,1,3,0
26-39,male,majority,10-19y,university,middle class,0.499039037828058,1.0,before 2015,0.0,1.0,32765.0,9000.0,sedan,2.0,1,2,0
26-39,female,majority,10-19y,high school,middle class,0.721238073496416,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,2.0,0,0,0
40-64,male,majority,20-29y,university,upper class,0.665392739525436,1.0,after 2015,1.0,1.0,92101.0,9000.0,sedan,0.0,0,3,0
16-25,female,majority,0-9y,high school,poverty,0.416252975688502,0.0,before 2015,0.0,0.0,10238.0,11000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,high school,upper class,0.56678409420799,1.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,1.0,2,6,0
26-39,female,majority,10-19y,high school,working class,0.38610169197171,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,1,0
40-64,male,majority,20-29y,high school,working class,0.434520232198758,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,2.0,0,3,1
40-64,male,majority,20-29y,university,upper class,0.599627455095925,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,3.0,0,3,0
65+,female,minority,10-19y,university,upper class,0.721057321771968,0.0,after 2015,1.0,1.0,32765.0,12000.0,sedan,1.0,0,0,1
26-39,female,majority,10-19y,high school,working class,0.431242179025551,1.0,before 2015,1.0,1.0,32765.0,12000.0,sedan,3.0,1,0,0
26-39,male,majority,10-19y,university,middle class,0.556118292943178,1.0,before 2015,0.0,1.0,32765.0,8000.0,sedan,2.0,0,3,0
16-25,male,majority,0-9y,high school,working class,0.509924604411001,1.0,before 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,high school,middle class,0.508460756007924,1.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,university,middle class,0.47642982143366,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,1,0,0
26-39,male,majority,10-19y,none,working class,0.428088792246721,1.0,before 2015,1.0,0.0,10238.0,12000.0,sedan,1.0,0,2,1
40-64,male,majority,10-19y,none,working class,0.296903965957592,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,4.0,1,1,0
65+,female,majority,20-29y,university,upper class,0.587146921366358,1.0,after 2015,1.0,1.0,10238.0,6000.0,sedan,3.0,1,7,0
26-39,female,majority,10-19y,none,working class,0.384158549990297,1.0,before 2015,1.0,1.0,10238.0,12000.0,sports car,1.0,0,1,0
16-25,male,majority,0-9y,university,working class,0.297120412732777,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,poverty,0.318462088774984,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,1.0,0,0,1
16-25,male,majority,0-9y,university,working class,0.321236380989763,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,1
26-39,female,majority,0-9y,none,poverty,0.4106956973588,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
40-64,male,majority,10-19y,university,upper class,0.605070184315963,1.0,before 2015,1.0,1.0,92101.0,10000.0,sedan,1.0,0,1,0
26-39,female,minority,10-19y,high school,middle class,0.585057188033383,0.0,before 2015,0.0,1.0,32765.0,8000.0,sedan,2.0,0,1,0
40-64,male,majority,20-29y,high school,middle class,0.468539378101197,1.0,after 2015,0.0,0.0,10238.0,18000.0,sedan,3.0,0,3,0
40-64,male,majority,10-19y,high school,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,7000.0,sedan,1.0,0,1,0
16-25,male,majority,0-9y,high school,poverty,0.472041904154134,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,none,poverty,0.421929081236411,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,none,poverty,0.34630772145043,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
65+,female,majority,10-19y,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,21217.0,13000.0,sedan,3.0,0,1,1
40-64,female,majority,10-19y,high school,middle class,0.521831858148714,0.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,2,0
26-39,female,majority,10-19y,university,working class,0.583084691952673,0.0,before 2015,0.0,0.0,32765.0,14000.0,sedan,2.0,0,0,1
40-64,male,majority,10-19y,none,upper class,0.678294074637279,1.0,after 2015,1.0,1.0,10238.0,8000.0,sports car,1.0,0,0,0
40-64,female,minority,20-29y,none,middle class,0.526753155719244,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,3,0
40-64,male,majority,20-29y,none,upper class,0.577551094055619,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,3.0,0,2,0
26-39,female,majority,0-9y,none,working class,0.521871913434752,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,high school,poverty,0.401602230360012,1.0,before 2015,1.0,1.0,92101.0,8000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,university,upper class,0.503089960431363,1.0,after 2015,0.0,0.0,10238.0,16000.0,sports car,1.0,0,0,0
40-64,female,majority,0-9y,university,upper class,0.626297203009925,1.0,before 2015,0.0,0.0,10238.0,19000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,middle class,0.486775921157441,1.0,after 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,high school,upper class,0.61597651278114,1.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,3.0,0,0,0
26-39,female,majority,10-19y,high school,middle class,0.517571710922108,0.0,after 2015,0.0,0.0,32765.0,13000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,middle class,0.577146396253706,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,high school,upper class,0.506301899315004,0.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,high school,working class,0.394715581682104,1.0,after 2015,0.0,1.0,32765.0,11000.0,sports car,1.0,0,1,0
65+,female,majority,30y+,university,upper class,0.56223455619779,0.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,1.0,2,1,0
26-39,female,majority,10-19y,university,working class,0.431242179025551,0.0,before 2015,0.0,0.0,21217.0,13000.0,sedan,0.0,0,1,1
26-39,female,majority,10-19y,high school,poverty,0.375955417065363,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,1,0
40-64,male,minority,20-29y,high school,upper class,0.480664630127201,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,5.0,0,3,0
26-39,male,majority,10-19y,high school,middle class,0.444927362192588,1.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,1.0,1,0,0
65+,female,majority,0-9y,university,upper class,0.77478659032407,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
65+,male,majority,30y+,university,upper class,0.56752630308155,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,4.0,0,2,0
16-25,female,majority,0-9y,high school,poverty,0.208410669418986,0.0,before 2015,0.0,1.0,32765.0,8000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,university,upper class,0.486358867927837,1.0,after 2015,0.0,1.0,32765.0,12000.0,sedan,3.0,2,3,0
40-64,female,minority,20-29y,none,middle class,0.3715929512772,1.0,after 2015,1.0,1.0,32765.0,6000.0,sedan,3.0,1,1,0
40-64,female,majority,20-29y,high school,working class,0.438010384177216,0.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,1.0,0,1,0
26-39,female,majority,10-19y,university,working class,0.390011219113123,1.0,before 2015,0.0,0.0,10238.0,19000.0,sedan,0.0,2,0,0
16-25,female,majority,0-9y,none,poverty,0.330777193504766,0.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
40-64,female,majority,0-9y,high school,upper class,0.588993112410249,1.0,before 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,male,majority,0-9y,high school,poverty,0.347492050045446,0.0,before 2015,0.0,1.0,32765.0,13000.0,sedan,0.0,0,0,1
26-39,female,minority,10-19y,none,poverty,0.272879348609833,1.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,university,upper class,0.6277455897894,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,3.0,0,3,0
26-39,female,majority,10-19y,university,working class,0.361702429111173,1.0,before 2015,0.0,0.0,10238.0,10000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,university,upper class,0.54590562951409,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,3,0
16-25,female,majority,0-9y,none,poverty,0.408043506666474,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0,0,1
65+,male,majority,30y+,university,upper class,0.475875896092659,1.0,after 2015,1.0,1.0,32765.0,7000.0,sedan,8.0,0,4,0
16-25,male,majority,0-9y,high school,middle class,0.57747519714893,0.0,before 2015,0.0,0.0,10238.0,10000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,university,poverty,0.431079333640016,0.0,before 2015,1.0,1.0,32765.0,12000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,working class,0.476032034229061,0.0,before 2015,0.0,0.0,21217.0,13000.0,sedan,0.0,0,0,1
65+,male,majority,30y+,university,upper class,0.549135716730432,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,4.0,0,2,0
65+,male,majority,20-29y,university,upper class,0.568074838179134,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,0,2,0
40-64,female,majority,20-29y,none,working class,0.431242179025551,1.0,before 2015,0.0,1.0,92101.0,12000.0,sedan,2.0,0,0,0
40-64,female,majority,20-29y,university,upper class,0.60467645890385,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,university,upper class,0.604144586301161,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,1.0,0,4,0
26-39,female,majority,10-19y,high school,middle class,0.470283546759346,1.0,after 2015,1.0,1.0,32765.0,5000.0,sedan,3.0,0,2,0
26-39,female,majority,10-19y,none,poverty,0.344072376934951,1.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0,2,0
26-39,female,majority,10-19y,high school,middle class,0.603781769251809,1.0,before 2015,1.0,1.0,10238.0,15000.0,sedan,1.0,0,1,0
26-39,male,majority,0-9y,high school,upper class,0.492318608978515,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,university,upper class,0.621894339628683,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,5.0,1,1,0
26-39,male,majority,10-19y,none,working class,0.374637869390627,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,2.0,1,2,1
26-39,male,majority,10-19y,high school,middle class,0.427270927766737,0.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,1.0,0,0,0
16-25,female,majority,0-9y,none,poverty,0.152972160225569,1.0,before 2015,1.0,0.0,10238.0,10000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,none,working class,0.421749650141593,1.0,before 2015,0.0,0.0,92101.0,12000.0,sedan,1.0,0,0,1
40-64,male,majority,0-9y,university,upper class,0.489722983922026,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,high school,working class,0.431242179025551,1.0,before 2015,0.0,1.0,32765.0,7000.0,sedan,0.0,0,0,1
40-64,female,majority,10-19y,none,middle class,0.560811265885271,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,1,0
40-64,female,majority,20-29y,university,middle class,0.503983295159488,1.0,before 2015,0.0,1.0,92101.0,16000.0,sedan,2.0,0,2,0
16-25,male,majority,0-9y,university,poverty,0.368082621370606,0.0,before 2015,0.0,0.0,10238.0,15000.0,sports car,0.0,0,0,1
65+,male,majority,30y+,university,upper class,0.583871534763692,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,0,4,0
26-39,female,majority,0-9y,high school,upper class,0.422579103135681,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,university,middle class,0.714495895496701,1.0,after 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,none,middle class,0.603331247395733,0.0,before 2015,1.0,1.0,92101.0,12000.0,sedan,0.0,1,1,0
26-39,female,majority,0-9y,none,poverty,0.569645547820795,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,female,majority,0-9y,high school,middle class,0.413378530364733,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,university,poverty,0.354928897319132,0.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,none,working class,0.581589095446489,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,1.0,1,3,0
16-25,female,majority,0-9y,high school,middle class,0.649297877183214,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
26-39,male,majority,0-9y,university,upper class,0.688831802543229,1.0,after 2015,1.0,1.0,32765.0,13000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,university,middle class,0.423147486917908,0.0,after 2015,1.0,1.0,32765.0,10000.0,sedan,7.0,1,1,0
40-64,male,minority,0-9y,university,middle class,0.523811293699106,1.0,before 2015,1.0,1.0,92101.0,10000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,university,upper class,0.746942518110506,0.0,before 2015,1.0,0.0,10238.0,10000.0,sedan,3.0,0,0,0
40-64,male,majority,10-19y,high school,middle class,0.384844718501499,1.0,before 2015,1.0,1.0,32765.0,12000.0,sedan,2.0,0,0,0
40-64,female,majority,10-19y,none,poverty,0.3499147461715375,0.0,before 2015,1.0,1.0,32765.0,5000.0,sedan,2.0,0,0,1
40-64,male,majority,20-29y,university,upper class,0.599289233781394,1.0,after 2015,1.0,1.0,10238.0,14000.0,sedan,0.0,1,5,0
40-64,male,majority,20-29y,none,poverty,0.246749127525839,0.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,3.0,0,2,0
65+,female,majority,30y+,university,upper class,0.486934889496001,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,3.0,1,0,0
65+,male,majority,30y+,university,upper class,0.697036493058555,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,5.0,0,5,0
40-64,male,majority,20-29y,university,middle class,0.564056876270718,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,4.0,0,1,0
40-64,female,minority,0-9y,high school,upper class,0.668684560848144,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,high school,poverty,0.3499147461715375,0.0,before 2015,0.0,1.0,32765.0,7000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,high school,upper class,0.790956264588689,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,2.0,0,1,0
16-25,male,majority,0-9y,high school,poverty,0.24741104471103,0.0,before 2015,0.0,0.0,10238.0,11000.0,sedan,0.0,0,0,1
26-39,female,majority,0-9y,none,middle class,0.67238651525624,1.0,before 2015,0.0,1.0,92101.0,15000.0,sedan,0.0,0,0,1
65+,male,majority,0-9y,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,high school,middle class,0.335283136062396,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,high school,middle class,0.567255307479641,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,1.0,1,0,0
26-39,male,majority,10-19y,university,middle class,0.52815508240181,1.0,after 2015,1.0,1.0,10238.0,8000.0,sedan,1.0,0,0,0
65+,female,majority,30y+,high school,middle class,0.6183782575872,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,4.0,0,2,0
40-64,female,majority,20-29y,none,middle class,0.538410530934271,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,5,0
65+,male,majority,20-29y,high school,upper class,0.609314635087807,1.0,before 2015,1.0,1.0,32765.0,4000.0,sedan,5.0,1,3,0
65+,male,minority,30y+,none,upper class,0.66527896164943,0.0,after 2015,0.0,1.0,10238.0,15000.0,sedan,3.0,1,7,0
16-25,male,majority,0-9y,none,working class,0.557150249939646,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
